Batch Size,Final Training Accuracy,Final Testing Accuracy,Final Loss,Computation Time (s)
1,0.8383333086967468,0.8436999917030334,1.5699283627284921,1.0261774063110352
10,0.9007666707038879,0.9049000144004822,0.35679963521659375,2.4674458503723145
100,0.9054833054542542,0.911300003528595,0.32530890151858327,4.540550231933594
1000,0.9058666825294495,0.9118000268936157,0.3349790033698082,10.004750728607178
60000,0.9064833521842957,0.911300003528595,0.3343339496850967,245.72692346572876
